Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
High,Almost daily,Mostly predictable,High,Reduce productivity,Hectic,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Very high,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Rarely,Feel stressed,Always,Uncomfortable,Clear,Constant,Moderate,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,No control,Major disruption,Controlled,Struggling,Moderate,Slightly tired,Try to figure out,Rarely,Feel stressed,Sometimes,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,No control,Improve productivity,Hectic,Managing,Strong,Mentally drained,Delay starting,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Frequent,High,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Occasionally,Sometimes unpredictable,High,Improve productivity,Chaotic,Managing,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,Low,Fully refreshed,Comfortable,Noticeable
High,Rarely,Predictable,Moderate,Slight impact,Controlled,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Frequent,High,Mostly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,Low,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Rarely,Comfortable,Mostly clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Frequently,Feel stressed,Often,Comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Minimal
Slightly High,Rarely,Predictable,Moderate,Improve productivity,Busy,Overwhelmed,Moderate,Slightly tired,Delay starting,Frequently,Adjust quickly,Rarely,Slightly uncomfortable,Mostly clear,Occasional,High,Slightly refreshed,Comfortable,Minimal
High,Frequently,Mostly predictable,High,Slight impact,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Noticeable
High,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Hectic,Struggling,Weak,Mentally drained,Try to figure out,Rarely,Avoid dealing,Always,Slightly uncomfortable,Sometimes unclear,Frequent,Low,Fully refreshed,Slight discomfort,Mild
Well-balanced,Almost Daily,Mostly predictable,High,Slight impact,Busy,In control,Moderate,Mentally drained,Clarify immediately,Occasionally,Feel stressed,Always,Comfortable,Clear,Occasional,High,Mostly refreshed,Slight discomfort,Mild
Slightly high,Frequently,Mostly predictable,High,Slight impact,Controlled,In control,Moderate,Mentally drained,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,High,Reduce productivity,Controlled,In control,Moderate,Slightly tired,Try to figure out,Frequently,Feel stressed,Always,Comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Very weak,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,Overwhelmed,Moderate,Satisfied and clear,Delay starting,Frequently,Analyze and fix,Always,Comfortable,Sometimes unclear,Frequent,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Reduce productivity,Busy,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Mostly clear,Frequent,High,Slightly refreshed,Noticeable strain,Minimal
High,Occasionally,Highly unpredictable,High,Improve productivity,Controlled,Managing,Very weak,Mentally drained,Try to figure out,Rarely,Feel stressed,Always,Very comfortable,Clear,Constant,Moderate,Slightly refreshed,Comfortable,Mild
Slightly high,Frequently,Sometimes unpredictable,Moderate,Slight impact,Busy,In control,Strong,Mentally drained,Delay starting,Constantly,Analyze and fix,Sometimes,Uncomfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Mostly predictable,Low,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,High,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Noticeable
Very HIgh,Rarely,Sometimes unpredictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Not refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Busy,Managing,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Highly unpredictable,No control,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Occasionally,Feel stressed,Often,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Mild
Slightly high,Frequently,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Occasional,Very low,Mostly refreshed,Comfortable,Minimal
Very high,Occasionally,Predictable,High,Reduce productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,Low,Not refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Moderate,Satisfied and clear,Clarify immediately,Frequently,Feel stressed,Always,Comfortable,Mostly clear,Constant,High,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Frequently,Predictable,Moderate,Reduce productivity,Busy,Managing,Very weak,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Often unclear,Rare,Moderate,Not refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,High,Reduce productivity,Hectic,Managing,Very weak,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Occasionally,Mostly predictable,Low,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Constant,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Frequent,Very low,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Very weak,Mentally drained,Delay starting,Occasionally,Avoid dealing,Sometimes,Comfortable,Mostly clear,Frequent,High,Fully refreshed,Comfortable,Minimal
High,Frequently,Predictable,Low,Improve productivity,Controlled,Struggling,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Sometimes,Uncomfortable,Clear,Constant,High,Fully refreshed,Slight discomfort,Minimal
High,Frequently,Mostly predictable,No control,Slight impact,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Often unclear,Rare,Moderate,Mostly refreshed,Comfortable,Noticeable
Slightly high,Rarely,Predictable,High,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Constant,High,Mostly refreshed,Slight discomfort,Mild
High,Occasionally,Sometimes unpredictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Delay starting,Frequently,Feel stressed,Always,Very comfortable,Often unclear,Frequent,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Low,Improve productivity,Controlled,Managing,Strong,Slightly tired,Avoid it,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
Very high,Rarely,Mostly predictable,High,Slight impact,Busy,In control,Moderate,Overwhelmed,Clarify immediately,Occasionally,Feel stressed,Always,Comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Rarely,Avoid dealing,Often,Comfortable,Clear,Rare,Very low,Mostly refreshed,Slight discomfort,Mild
Very high,Occasionally,Highly unpredictable,High,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Frequent,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Busy,In control,Weak,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,High,Not refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,No control,Improve productivity,Controlled,Managing,Weak,Satisfied and clear,Clarify immediately,Constantly,Adjust quickly,Often,Slightly uncomfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Noticeable
High,Frequently,Predictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Mostly predictable,High,Slight impact,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Minimal
High,Frequently,Sometimes unpredictable,Moderate,Improve productivity,Controlled,Overwhelmed,Strong,Overwhelmed,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Rare,Low,Fully refreshed,Comfortable,Noticeable
Very high,Frequently,Predictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
High,Frequently,Mostly predictable,High,Improve productivity,Controlled,Struggling,Strong,Overwhelmed,Try to figure out,Rarely,Feel stressed,Always,Slightly uncomfortable,Clear,Frequent,Low,Mostly refreshed,Comfortable,Minimal
Well-balanced,Almost daily,Mostly predictable,Low,Improve productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Sometimes,Slightly uncomfortable,Mostly clear,Occasional,High,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Feel stressed,Often,Slightly uncomfortable,Sometimes unclear,Frequent,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Highly unpredictable,Moderate,Improve productivity,Busy,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Avoid dealing,Often,Very comfortable,Clear,Occasional,Low,Fully refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Comfortable,Clear,Frequent,High,Fully refreshed,Noticeable strain,Noticeable
High,Rarely,Sometimes unpredictable,Moderate,Improve productivity,Busy,Managing,Moderate,Slightly tired,Delay starting,Occasionally,Avoid dealing,Often,Very comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Hectic,In control,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Slightly refreshed,Comfortable,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Chaotic,Struggling,Weak,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Uncomfortable,Clear,Occasional,Moderate,Slightly refreshed,Uncomfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Slight impact,Controlled,Struggling,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Frequent,Low,Mostly refreshed,Comfortable,Mild
Slightly high,Frequently,Mostly predictable,Moderate,Slight impact,Controlled,In control,Strong,Mentally drained,Delay starting,Frequently,Feel stressed,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,Low,Improve productivity,Busy,Managing,Strong,Overwhelmed,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Slight discomfort,High
High,Occasionally,Predictable,Low,Improve productivity,Busy,Struggling,Weak,Slightly tired,Clarify immediately,Constantly,Adjust quickly,Always,Slightly uncomfortable,Often unclear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Busy,In control,Strong,Mentally drained,Clarify immediately,Rarely,Feel stressed,Always,Slightly uncomfortable,Mostly clear,Rare,High,Fully refreshed,Slight discomfort,High
Well-balanced,Occasionally,Predictable,Moderate,Major disruption,Controlled,In control,Strong,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Clear,Occasional,High,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,In control,Moderate,Overwhelmed,Delay starting,Rarely,Analyze and fix,Often,Comfortable,Clear,Occasional,Low,Mostly refreshed,Slight discomfort,Mild
High,Rarely,Mostly predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Frequently,Avoid dealing,Always,Comfortable,Mostly clear,Rare,Low,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Struggling,Weak,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Rarely,Comfortable,Sometimes unclear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,High,Reduce productivity,Controlled,Struggling,Very weak,Satisfied and clear,Try to figure out,Frequently,Adjust quickly,Sometimes,Comfortable,Mostly clear,Constant,Moderate,Mostly refreshed,Noticeable strain,Noticeable
High,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Weak,Mentally drained,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Mostly clear,Occasional,High,Slightly refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Slight impact,Controlled,In control,Strong,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,High,Mostly refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Sometimes unpredictable,Moderate,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Delay starting,Rarely,Feel stressed,Always,Slightly uncomfortable,Mostly clear,Occasional,Low,Not refreshed,Comfortable,Minimal
High,Rarely,Sometimes unpredictable,Moderate,Slight impact,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Rarely,Very comfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Always,Comfortable,Clear,Frequent,High,Mostly refreshed,Uncomfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Busy,Struggling,Very weak,Satisfied and clear,Try to figure out,Constantly,Feel stressed,Rarely,Slightly uncomfortable,Mostly clear,Occasional,Low,Mostly refreshed,Slight discomfort,Mild
Very high,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Very weak,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,High
Well-balanced,Rarely,Highly unpredictable,Low,Major disruption,Controlled,Managing,Weak,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Always,Comfortable,Clear,Occasional,Low,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Almost daily,Mostly predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Constantly,Analyze and fix,Often,Slightly uncomfortable,Clear,Occasional,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Often,Slightly uncomfortable,Clear,Constant,High,Slightly refreshed,Slight discomfort,Noticeable
High,Rarely,Mostly predictable,No control,Improve productivity,Controlled,In control,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Mostly clear,Occasional,High,Not refreshed,Uncomfortable,Noticeable
Slightly high,Rarely,Highly unpredictable,Moderate,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Constant,High,Mostly refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,Low,Improve productivity,Busy,Overwhelmed,Moderate,Satisfied and clear,Try to figure out,Frequently,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,Managing,Moderate,Mentally drained,Delay starting,Occasionally,Analyze and fix,Sometimes,Very comfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Mild
High,Frequently,Mostly predictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Predictable,High,Slight impact,Controlled,Struggling,Strong,Slightly tired,Delay starting,Rarely,Avoid dealing,Often,Very comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,Low,Reduce productivity,Hectic,In control,Moderate,Mentally drained,Delay starting,Occasionally,Analyze and fix,Sometimes,Very comfortable,Mostly clear,Occasional,High,Slightly refreshed,Noticeable strain,Mild
Slightly high,Almost daily,Sometimes unpredictable,High,Slight impact,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Avoid it,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Rare,Very low,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Busy,In control,Weak,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Comfortable,Often unclear,Constant,Low,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Occasionally,Mostly predictable,Moderate,Reduce productivity,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Occasional,High,Mostly refreshed,Comfortable,Mild
High,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,In control,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Frequent,High,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Struggling,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Overwhelmed,Delay starting,Occasionally,Analyze and fix,Often,Uncomfortable,Mostly clear,Frequent,High,Fully refreshed,Comfortable,Mild
Well-balanced,Rarely,Sometimes unpredictable,Low,Improve productivity,Busy,Managing,Strong,Slightly tired,Try to figure out,Frequently,Adjust quickly,Often,Uncomfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Frequently,Sometimes unpredictable,High,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Occasionally,Feel stressed,Often,Slightly uncomfortable,Mostly clear,Rare,Very low,Fully refreshed,Comfortable,Minimal
Slightly high,Almost daily,Predictable,High,Reduce productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Very low,Slightly refreshed,Noticeable strain,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Slight impact,Controlled,In control,Weak,Slightly tired,Delay starting,Frequently,Adjust quickly,Always,Comfortable,Sometimes unclear,Frequent,Low,Mostly refreshed,Uncomfortable,Minimal
High,Occasionally,Predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Rarely,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Predictable,Low,Slight impact,Controlled,In control,Strong,Mentally drained,Try to figure out,Constantly,Analyze and fix,Often,Very comfortable,Sometimes unclear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,Moderate,Slight impact,Hectic,Managing,Weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Constant,Low,Fully refreshed,Slight discomfort,High
Well-balanced,Occasionally,Predictable,High,Slight impact,Busy,Struggling,Strong,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Noticeable strain,Mild
High,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Strong,Mentally drained,Delay starting,Rarely,Adjust quickly,Always,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
High,Occasionally,Predictable,Moderate,Improve productivity,Hectic,In control,Strong,Slightly tired,Delay starting,Occasionally,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,Low,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Struggling,Moderate,Mentally drained,Clarify immediately,Occasionally,Adjust quickly,Always,Comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Weak,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Sometimes,Very comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,Moderate,Reduce productivity,Controlled,Managing,Moderate,Mentally drained,Delay starting,Frequently,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Slightly refreshed,Noticeable strain,High
Well-balanced,Frequently,Predictable,High,Slight impact,Busy,Struggling,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Comfortable,Mild
High,Rarely,Mostly predictable,Low,Slight impact,Controlled,Managing,Strong,Overwhelmed,Delay starting,Rarely,Analyze and fix,Often,Comfortable,Sometimes unclear,Occasional,Low,Fully refreshed,Comfortable,Mild
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,Managing,Moderate,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Often,Comfortable,Clear,Constant,Moderate,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Frequently,Mostly predictable,High,Improve productivity,Controlled,Struggling,Very weak,Satisfied and clear,Delay starting,Occasionally,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Constant,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Almost daily,Mostly predictable,High,Slight impact,Controlled,In control,Weak,Mentally drained,Delay starting,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Occasional,High,Not refreshed,Noticeable strain,Noticeable
Well-balanced,Frequently,Sometimes unpredictable,Moderate,Reduce productivity,Hectic,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,High,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Weak,Slightly tired,Delay starting,Rarely,Analyze and fix,Sometimes,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Noticeable strain,High
Well-balanced,Frequently,Mostly predictable,High,Slight impact,Chaotic,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Comfortable,Sometimes unclear,Rare,Low,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,High,Reduce productivity,Controlled,Struggling,Strong,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Often unclear,Frequent,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,Managing,Weak,Mentally drained,Delay starting,Occasionally,Analyze and fix,Sometimes,Comfortable,Mostly clear,Frequent,High,Slightly refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Predictable,No control,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Adjust quickly,Always,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Controlled,In control,Weak,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Sometimes,Very comfortable,Mostly clear,Occasional,High,Slightly refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Predictable,High,Improve productivity,Busy,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Often,Slightly uncomfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Uncomfortable,Minimal
Slightly high,Rarely,Predictable,No control,Slight impact,Controlled,Struggling,Moderate,Overwhelmed,Try to figure out,Occasionally,Feel stressed,Always,Slightly uncomfortable,Mostly clear,Rare,Moderate,Slightly refreshed,Comfortable,Minimal
Slightly high,Almost daily,Mostly predictable,Moderate,Slight impact,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Frequent,Very low,Fully refreshed,Comfortable,High
Slightly high,Frequently,Mostly predictable,Moderate,Improve productivity,Hectic,Struggling,Moderate,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Often unclear,Occasional,High,Not refreshed,Comfortable,Minimal
Well-balanced,Frequently,Sometimes unpredictable,High,Slight impact,Controlled,Managing,Moderate,Overwhelmed,Clarify immediately,Frequently,Analyze and fix,Rarely,Uncomfortable,Mostly clear,Occasional,Moderate,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,High,Major disruption,Controlled,Struggling,Strong,Mentally drained,Try to figure out,Frequently,Adjust quickly,Often,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
